Internal ID,Parent Org. ID,Authorized Name,Organization Name,Provider,Vendor,Publisher,Licensor
13393,130,N,IEEE Pub. & Information Services,N,N,N,N
6118,130,N,Institute of Electrical & Electronics Engineers,N,N,Y,N
6130,130,N,Communications Society of Institute of Electrical and Electronics Engineers,N,N,Y,N
5625,130,N,"Minerals, Metals & Materials Society and IEEE",N,N,N,N
6120,130,N,IEEE Communications Society in cooperation with the IEEE Lasers and Electro-Optics Society,N,N,Y,N
6147,130,N,IEEE Communications Society,N,N,Y,N
34381,130,N,IEEE Photonics Society,N,N,Y,N
6131,130,N,IEEE Circuits and Systems Society,N,N,Y,N
6132,130,N,IEEE Nuclear and Plasma Sciences Society,N,N,Y,N
6119,130,N,Antennas and Propagation Society of the Institute of Electrical and Electronics Engineers,N,N,Y,N
6134,130,N,"Professional Technical Group on Microwave Theory and Techniques, Institute of Electrical and Electronics Engineers",N,N,Y,N
6139,130,N,IEEE Sensors Council,N,N,Y,N
6127,130,N,"IEEE Power Engineering Society, The Institute of Electrical and Electronics Engineers",N,N,Y,N
6123,130,N,IEEE Power Engineering Society,N,N,Y,N
6128,130,N,"IEEE Control Systems Society, Institute of Electrical and Electronics Engineers",N,N,Y,N
6146,130,N,"The Institute of Electrical and Electronics Engineers, Inc",N,N,Y,N
6137,130,N,IEEE Engineering Management Society,N,N,Y,N
6124,130,N,"IEEE Computer Society, Publications Office",N,N,Y,N
6116,130,N,IEEE Signal Processing Society,N,N,Y,N
6145,130,N,Communications Society of IEEE,N,N,N,N
6136,130,N,IEEE Computer Society Publications Office,N,N,Y,N
23336,130,N,IEEE Engineering in Medicine and Biology Society,N,N,Y,N
15895,130,N,"IEEE Power Engineering Society, The Institute of Electrical and Electronics Engineers, Inc",N,N,Y,N
33204,130,N,IEEE Operations Center,N,N,Y,N
36,130,N,IEEE Xplore,N,N,N,N
80,141,N,LOCUS - SIAM's Online Journal Archive,N,N,N,N
34085,141,N,SIAM Society for Industrial and Applied Mathematics,N,N,N,N
8,141,N,SIAM,N,N,Y,N
22329,141,N,SIAM Publications,N,N,Y,N
19768,141,N,The Society for Industrial and Applied Mathematics,N,N,Y,N
190,141,N,Society of Industrial and Applied Mathematics,N,N,Y,N
170,159,N,"Cambridge University Press, Publishing Division",N,N,N,N
6,159,N,Cambridge University Press Journals,N,N,N,N
36060,159,N,Cambridge Unviersity Press,N,N,Y,N
164,159,N,Cambridge University Press / UK,N,N,N,N
23050,159,N,[Cambridge] University Press,N,N,Y,N
21028,159,N,Press Syndicate of the University of Cambridge,N,N,Y,N
180,174,N,Cambridge University Press for the American Political Science Association,N,N,Y,N
35678,200,N,Nature Publishing,Y,N,N,N
32770,200,N,Nature Publishing Group (NPG),N,N,N,N
24249,200,N,Nature Publishing Group- UK,N,Y,N,N
8764,200,N,Nature Pub. Group : Macmillan,N,N,N,N
196,200,N,Nature Pub. Group,N,N,Y,N
193,200,N,Nature Pub. Co,N,N,Y,N
194,200,N,"Nature America, Inc",N,N,Y,N
191,200,N,Nature America Inc,N,N,Y,N
9,200,N,Nature,N,N,N,N
206,200,N,"Nature Pub. Group, Inc",N,N,Y,N
13870,200,N,Nature Study Publishing Co,N,N,Y,N
1762,200,N,"Nature Pub. Group, etc",N,N,N,N
18071,218,N,"American Library Association, Task Force on Alternatives in Print",N,N,Y,N
9326,218,N,"American Library Association, Washington Office",N,N,N,N
21455,218,N,"Library Technology Program, American Library Association",N,N,Y,N
16558,218,N,"American Library Association, Office for Library Personnel Resources",N,N,Y,N
16422,218,N,"Library Technology Project, American Library Association",N,N,N,N
21868,218,N,Intellectual Freedom Committee of the American Library Association,N,N,Y,N
23345,222,N,"Antioch Review, Inc",N,N,Y,N
89,288,N,American Museum of Natural History Library,N,N,Y,N
34928,290,N,Newsweek Magazine,N,Y,N,N
5791,290,N,Newsweek,N,N,Y,N
24049,290,N,"News-week, Inc",N,N,Y,N
8028,295,N,"Academy of Political Science, Columbia University",N,N,Y,N
24010,321,N,The Duke University Press,N,N,Y,N
1287,321,N,Duke Univ. Press,N,N,N,N
1614,321,N,"Duke University Press, etc",N,N,Y,N
4629,331,N,"Tort and Insurance Practice Section, American Bar Association",N,N,Y,N
4638,331,N,"Published by the American Law Institute-American Bar Association Committee on Continuing Professional Education with the cooperation of the Section of Taxation, American Bar Association",N,N,Y,N
4671,331,N,"ABA, Law Practice Management Section",N,N,Y,N
12108,331,N,"American Bar Association, Section of Antitrust Law",N,N,Y,N
1272,364,N,Blackwell Scientific Publ,N,N,Y,N
1912,364,N,Blackwell Verlag,N,N,Y,N
1297,364,N,"Blackwell Scientific Publications, etc",N,N,N,N
15219,364,N,Basil Blackwell Pub,N,N,N,N
490,364,N,Blackwell Publishing,N,N,Y,N
35888,364,N,Blackwell Science Pub,N,N,Y,N
35812,364,N,BAP and Blackwell Publishing,N,N,Y,N
1504,364,N,Arnette-Blackwell,N,N,N,N
18380,364,N,Arnette Blackwell,N,N,N,N
19889,364,N,"Basil Blackwell, etc",N,N,N,N
987,364,N,Blackwell Munksgaard,N,N,Y,N
32764,364,N,Blackwell Publishing Ltd,N,Y,Y,N
858,364,N,Blackwell Pub,N,N,Y,N
1738,364,N,Blackwell Pub. Asia,N,N,Y,N
1932,364,N,"Blackwell Pub., c2003-",N,N,Y,N
2122,364,N,"Blackwell Pub., etc",N,N,N,N
464,364,N,Blackwell Publishers,N,N,Y,N
2381,364,N,Blackwell Publishers Limited,N,N,N,N
2552,364,N,"Blackwell Publishers, Inc",N,N,Y,N
1072,364,N,Blackwell Publishing Inc,N,N,Y,N
207,364,N,Blackwell Publishing Limited,N,N,N,N
749,364,N,"Blackwell Publishing, etc",N,N,N,N
859,364,N,Blackwell Science,N,N,Y,N
876,364,N,Blackwell Science Asia,N,N,Y,N
1265,364,N,Blackwell Science Ltd,N,N,Y,N
4307,364,N,Blackwell Wissenschafts-Verlag,N,N,Y,N
855,364,N,"Blackwell Science, Inc",N,N,Y,N
1404,364,N,Blackwell Scientific,N,N,Y,N
889,364,N,Blackwell Scientific Publications,N,N,Y,N
24181,364,N,Blackwell's Book Services,N,Y,N,N
952,364,N,B. Blackwell,N,N,Y,N
35933,364,N,Society and Blackwell Publishers,N,N,N,N
961,364,N,Basil Blackwell,N,N,Y,N
35838,364,N,Verèoffentlicht von Blackwell Publishing Ltd,N,N,N,N
35901,364,N,Blackwell-Munksgaard,N,N,Y,N
35805,364,N,"Malden, MA : Blackwell Pub",N,N,N,N
1076,364,N,Blackwell Publishers Ltd,N,N,Y,N
4344,364,N,Blackwell Wissenschaft,N,N,Y,N
11754,364,N,Basil Blackwell Ltd,N,N,Y,N
9012,375,N,American Society of Planning Officials,N,N,Y,N
11650,375,N,American Institute of Planners,N,N,Y,N
2016,441,N,Munksgaard International Booksellers and Publishers,N,N,Y,N
716,441,N,Levin & Munksgaard,N,N,Y,N
1280,441,N,Munksgaard International,N,N,Y,N
436,441,N,Munksgaard International Publishers,N,N,Y,N
466,441,N,E. Munksgaard,N,N,Y,N
212,473,N,Plenum Press,N,N,Y,N
459,473,N,Plenum Pub. Corp,N,N,Y,N
5587,475,N,Kluwer Academic/Consultants Bureau,N,N,N,N
1879,475,N,Kluwer Law and Taxation Publishers,N,N,N,N
2199,475,N,Kluwer B.V,N,N,N,N
1576,475,N,"Kluwer, etc",N,N,N,N
1481,475,N,Kluwer Law International,N,N,Y,N
5585,475,N,Kluwer Academic/Human Sciences Press,N,N,N,N
179,475,N,Kluwer Academic Publishers,N,Y,Y,N
1483,475,N,Kluwer Academic Pub,N,N,Y,N
5558,475,N,Kluwer Academic Press,N,N,N,N
24,475,N,Kluwer Academic,N,N,Y,N
1374,488,N,IOS,N,N,Y,N
9371,511,N,"Case Western Reserve University School of Law, etc",N,N,N,N
1753,511,N,Students of Case Western Reserve School of Law,N,N,Y,N
22752,530,N,"American Institute of Physics, Inc",N,N,Y,N
29,530,N,AIP Scitation,N,N,N,N
33203,530,N,AIP Press,N,N,N,N
38110,530,N,"oodbury,  NY  : American Institute of Physics",N,N,N,N
6115,530,N,AIP,N,N,Y,N
37746,530,N,"oodbury, NY : American Institute of Physics",N,N,N,N
11636,530,N,American Institute of Physics with the cooperation of the American Astronomical Society,N,N,Y,N
19457,530,N,"American Institute of Physics, Center for History and Philosophy of Physics",N,N,Y,N
3924,530,N,Published by Guilford College for the American Institute of Physics and the Society of Physics Students,N,N,Y,N
37733,530,N,"American Institute of Physics, Institute of Physics Publishing",N,N,Y,N
38927,530,N,merican Institute of Physics,N,N,N,N
10994,566,N,ASME Press,N,N,Y,N
8208,566,N,ASME,N,N,Y,N
35717,566,N,American Society for Mechanical Engineers,N,N,Y,N
33481,566,N,ASME International,N,N,Y,N
8209,566,N,American Society of Mechanical Engineers (ASME),N,N,Y,N
17009,566,N,"Springer-Verlag New York, Inc. for the American Society of Mechanical Engineers",N,N,Y,N
12817,569,N,"American Foundation for the Blind, Information Dept., Publications Division",N,N,Y,N
666,664,N,"Manisses Communications Group, Inc",N,N,Y,N
25122,685,N,Euromoney Institutional Investor,N,N,Y,N
2425,685,N,Euromoney Publications PLC,N,N,Y,N
1000,685,N,Euromoney Publications,N,N,Y,N
2634,685,N,Euromoney Institutional Investor PLC in association with the Institute of Advanced Legal Studies,N,N,N,N
1781,726,N,World Scientific Pub. Co. Pte. Ltd,N,N,Y,N
1585,726,N,World Scientific Pub,N,N,Y,N
1780,726,N,World Scientific Publishing Co,N,N,N,N
1638,726,N,World Scientific Pub. Co,N,N,Y,N
24396,764,N,American Public Health Association Publications Sales,N,Y,N,N
251,771,N,The Alan Guttmacher Institute,N,N,N,N
4639,780,N,Emory University School of Law in cooperation with the Southeastern Bankruptcy Law Institute,N,N,Y,N
12923,798,N,Institute of Metals and ASM International,N,N,Y,N
16249,798,N,"Materials Information, ASM International",N,N,Y,N
2797,822,N,Alan R. Liss,N,N,Y,N
2783,822,N,Allen R. Liss,N,N,Y,N
5983,822,N,"Alan R. Liss, Inc",N,N,Y,N
2779,822,N,Liss,N,N,Y,N
24335,845,N,Water & Wastes Digest -- Gift Subscription,N,Y,N,N
25140,852,N,"Tucker Publication, Inc",N,N,Y,N
1734,852,N,"Tucker Publications, Inc",N,N,N,N
36440,870,N,Ì¢Editions scientifiques et mÌ¢edicales Elsevier,N,N,N,N
34947,870,N,Elsevier [authorized],N,N,N,N
35834,870,N,Elsevier Science Ireland,N,N,Y,N
34375,870,N,Elsevier Healthcare,N,N,Y,N
33804,870,N,Elsevier Masson,N,N,Y,N
36437,870,N,Elsevier Pub,N,N,Y,N
8218,870,N,Elsevier Advanced Technology Publications,N,N,N,N
34721,870,N,Elsevier Science BV,N,N,Y,N
2095,870,N,Elsevier Masson SAS,N,N,N,N
58,870,N,Elsevier SD Backfiles,N,N,N,N
23221,870,N,Elsevier Pub.Co,N,N,Y,N
15579,870,N,Elsevier : Interscience Publishers,N,N,Y,N
33073,870,N,"Elsevier, Paris",N,N,Y,N
6481,870,N,Elsevier Collection,N,N,N,N
35061,870,N,Elsevier Seqouia,N,N,Y,N
2099,870,N,Editions Elsevier,N,N,N,N
10123,870,N,Elsevier Science Publishing Co,N,N,Y,N
41210,870,N,Elsevier Science B.V./North-Holland,N,N,Y,N
43246,870,N,reat Britain : Elsevier Science Ltd,N,N,N,N
37731,870,N,msterdam : Elsevier,N,N,N,N
43245,870,N,"Elsevier North Holland, Inc",N,N,Y,N
11346,870,N,‰Editions Elsevier,N,N,N,N
41926,870,N,AcadÌ¢emie des Sciences/Ì¢Editions scientifiques et mÌ¢edicales Elsevier SAS,N,N,N,N
15605,870,N,Elsevier Publishing Company,N,N,Y,N
20334,870,N,Elsevier International Bulletins,N,N,Y,N
20388,870,N,Elsevier Science Publisher B.V,N,N,N,N
37503,870,N,AcadÌ¢emie des sciences / Ì¢Editions scientifiques et mÌ¢edicales Elsevier SAS,N,N,N,N
37502,870,N,AcadÌ¢emie des sciences/Editions scientifiques et mÌ¢edicales Elsevier,N,N,N,N
10756,870,N,‰Editions Scientifiques Elsevier,N,N,N,N
43237,870,N,"Elsevier Publishers, B.V",N,N,Y,N
41951,870,N,AcadÌ¢emie des sciences / Elsevier SAS,N,N,N,N
41880,870,N,"Elsevier Science, 1983-1996",N,N,Y,N
19090,870,N,Acad‰emie des sciences / ‰Editions scientifiques et m‰edicales Elsevier SAS,N,N,N,N
13354,870,N,Elsevier North Holland,N,N,Y,N
14637,870,N,"Elsevier Applied Science Publishers, Ltd",N,N,Y,N
14039,870,N,Elsevier Publishing Co,N,N,Y,N
16538,870,N,Elsevier Science Pub. Co. Inc,N,N,Y,N
6164,870,N,"Elsevier Inc., Cell Press Imprint",N,N,Y,N
41936,870,N,AcadÌ¢emie des sciences/Editions scientifiques et mÌ¢edicales Elsevier SAS,N,N,N,N
40458,870,N,Elsevier B.V,N,N,Y,N
43212,870,N,Elsevier Scientific  Pub. Co,N,N,Y,N
42246,870,N,Published for COSPAR by Elsevier,N,N,Y,N
18403,870,N,Elsevier-North Holland,N,N,Y,N
40517,870,N,Elsevier Doyma,N,N,N,N
33342,870,N,Acade?mie des sciences/Editions scientifiques et me?dicales Elsevier,N,N,N,N
23232,870,N,Elsevier Science Publ. Co,N,N,Y,N
10924,870,N,Elsevier International Business Information,N,N,Y,N
43207,870,N,Elsevier Science Pub. B.V. (North-Holland),N,N,Y,N
41303,870,N,"Elsevier Science  Ankho International, Inc",N,N,Y,N
23445,870,N,"Elsevier/North-Holland, Biomedical Press",N,N,Y,N
37655,870,N,Ì¢Editions scientifiques et mÌ¢edicals Elsevier,N,N,N,N
13187,870,N,Elsevier Sequoia SA,N,N,Y,N
12560,870,N,Elsevier North-Holland,N,N,Y,N
38746,870,N,cienceDirect/Elsevier,N,N,N,N
16486,870,N,Elsevier Science Pub. [for] Excerpta Medica,N,N,Y,N
11504,870,N,"Elsevier Science Publishers, (Information & Business Division)",N,N,Y,N
11486,870,N,Elsevier Scientific Publishing Co,N,N,Y,N
13308,870,N,"Elsevier North-Holland, Inc",N,N,Y,N
33074,870,N,North-Holland/Elsevier Science,N,N,Y,N
41368,870,N,Elsevier North Holland Inc,N,N,Y,N
19071,870,N,Acad‰emie des sciences/Editions scientifiques et m‰edicales Elsevier,N,N,N,N
33556,870,N,Elsevier/Academic Press,N,N,Y,N
39035,870,N,ScienceDirect/Elsevier,N,N,Y,N
12237,870,N,"Elsevier Pub. Co., etc",N,N,Y,N
14199,870,N,Elsevier/Geo Abstracts,N,N,Y,N
44427,870,N,Ì¢Editions scientifiques et mÌ¢edicales Elsevier SAS,N,N,N,N
34763,870,N,"ScienceDirect, Elsevier Science",N,N,Y,N
16251,870,N,Elsevier Science Publishers B.V. (North Holland),N,N,Y,N
43223,870,N,North-Holland/Elsevier,N,N,Y,N
40122,870,N,Agon Elsevier,N,N,Y,N
41971,870,N,Elsevier Science B.V. (North-Holland),N,N,Y,N
16437,870,N,Elsevier Engineering Information,N,N,Y,N
17905,870,N,Elsevier/Biomedical,N,N,N,N
36015,870,N,"American Elsevier Publishing Company, Inc",N,N,N,N
15433,870,N,Elsevier Science Publishers Ltd,N,N,Y,N
11919,870,N,‰Editions scientifiques et m‰edicals Elsevier,N,N,N,N
16312,870,N,Elsevier Science Publishers (Biomedical Division),N,N,Y,N
20177,870,N,Elsevier Science B. V,N,N,Y,N
20659,870,N,Elsevier Science Ireland Ltd,N,N,Y,N
20886,870,N,Elsevier Science Pub. B.V,N,N,Y,N
21643,870,N,Elsevier Ltd,N,N,Y,N
22015,870,N,‰Editions scientifiques et m‰edicales Elsevier,N,N,N,N
36315,870,N,Elsevier / North -Holland Biomedical Press,N,N,Y,N
24289,870,N,Elsevier Engineering Information Inc,N,Y,N,N
8728,870,N,American Elsevier,N,N,Y,N
9590,870,N,American Elsevier Pub. Co,N,N,Y,N
17710,870,N,Publications Elsevier,N,N,Y,N
2094,870,N,Editions scientifiques Elsevier,N,N,Y,N
6529,870,N,Elsevier Advanced Technology,N,N,Y,N
7785,870,N,Elsevier Applied Science,N,N,Y,N
8579,870,N,Elsevier Applied Science Publishers,N,N,Y,N
11702,870,N,Elsevier Biomedical,N,N,Y,N
9507,870,N,Elsevier Biomedical Press,N,N,Y,N
6525,870,N,Elsevier Pub. Co,N,N,Y,N
166,870,N,Elsevier Science,N,Y,Y,N
6530,870,N,Elsevier Science B.V,N,N,Y,N
7784,870,N,Elsevier Science Inc,N,N,Y,N
6310,870,N,Elsevier Science Ltd,N,N,Y,N
14643,870,N,Elsevier Science Pub. B.V. (North-Holland Physics Pub. Division),N,N,Y,N
205,870,N,Elsevier Science Pub. Co,N,N,Y,N
21241,870,N,"Elsevier Science Pub. Co., etc",N,N,N,N
5285,870,N,Elsevier Science Publishers,N,N,Y,N
1786,870,N,Elsevier Science Publishers B.V,N,N,Y,N
14752,870,N,Elsevier Science Publishers B.V. (North-Holland),N,N,Y,N
23793,870,N,Elsevier Science Publishers B.V. [(Biomedical Division)],N,N,Y,N
1376,870,N,Elsevier Science Publishers BV,N,N,N,N
18881,870,N,"Elsevier Science Publishers, B.V",N,N,N,N
11167,870,N,"Elsevier Science Publishers, Biomedical Division",N,N,N,N
11026,870,N,Elsevier Science S.A,N,N,Y,N
8517,870,N,"Elsevier Science, Inc",N,N,Y,N
11083,870,N,"Elsevier Science, Ltd",N,N,Y,N
78,870,N,Elsevier ScienceDirect,N,N,Y,N
22319,870,N,Elsevier Scientific Pub,N,N,Y,N
3125,870,N,Elsevier Scientific Pub. Co,N,N,Y,N
14221,870,N,Elsevier Scientific Publishers Ireland,N,N,Y,N
14628,870,N,Elsevier Scientific Publishers Ireland Ltd,N,N,Y,N
1806,870,N,Elsevier Sequoia,N,N,Y,N
9113,870,N,Elsevier Sequoia S.A,N,N,Y,N
11109,870,N,Elsevier Trends Journals,N,N,Y,N
14111,870,N,Elsevier/North Holland,N,N,Y,N
11247,870,N,Elsevier/North Holland Biomedical Press,N,N,Y,N
6526,870,N,Elsevier/North-Holland,N,N,Y,N
13445,870,N,Elsevier/North-Holland Biomedical Press,N,N,Y,N
1256,871,N,Pergamon,N,N,Y,N
9612,871,N,"Pergamon Press, etc",N,N,Y,N
17549,871,N,Butterworth-Springer,N,N,Y,N
8233,871,N,"Symposium Publications Division, Pergamon Press",N,N,Y,N
1618,883,N,Akadeemia,N,N,Y,N
1679,887,N,"American Society of Civil Engineers, Urban Planning and Development Division",N,N,Y,N
1678,887,N,"American Society of Civil Engineers, c1983-",N,N,N,N
1683,887,N,"American Society of Civil Engineers, Aerospace Division",N,N,Y,N
19280,887,N,"New York, NY : American Society of Civil Engineers",N,N,N,N
5878,887,N,"American Society of Civil Engineers, Construction Division & Structural Division",N,N,Y,N
22320,887,N,"North Carolina Section, American Society of Civil Engineers",N,N,Y,N
1680,887,N,"American Society of Civil Engineers, Engineering Management Division",N,N,Y,N
1684,887,N,"American Society of Civil Engineers, Materials Engineering Division",N,N,Y,N
8210,887,N,"American Society of Civil Engineers, Structural Division",N,N,Y,N
1682,887,N,"American Society of Civil Engineers, Technical Council on Cold Regions Engineering",N,N,Y,N
34939,905,N,Indiana University Press Journals,N,N,N,N
1230,907,N,American Meteorology Society,N,N,Y,N
482,946,N,American Public Welfare Association,N,N,Y,N
23335,1058,N,"Academic Press, 1996-",N,N,Y,N
16522,1058,N,"Academic Press, Inc",N,N,Y,N
35842,1077,N,Butterworths LexisNexis,N,N,Y,N
33183,1077,N,"Butterworths, etc",N,N,N,N
7708,1087,N,"Guilford Press, etc",N,N,N,N
31002,1087,N,Guilford Publications Inc.,N,N,N,N
23700,1087,N,Guilford Publications,Y,N,Y,N
29154,1121,N,Ablex Publishing,N,N,Y,N
13424,1121,N,Ablex,N,N,Y,N
21218,1121,N,Ablex Pub,N,N,Y,N
17149,1121,N,Ablex Pub. Co,N,N,Y,N
4855,1162,N,"Albany Law School, Environmental Outlook",N,N,Y,N
4829,1162,N,Students of Albany Law School of Union University,N,N,Y,N
5812,1164,N,The American Ceramic Society,N,N,Y,N
4327,1209,N,"University of California Press, etc",N,N,N,N
1208,1209,N,Published in Association with University of California Press,N,N,Y,N
38868,1209,N,niversity of California Press,N,N,N,N
3246,1209,N,University of California Berkeley,N,N,Y,N
4684,1209,N,University of California,N,N,Y,N
1311,1234,N,ADIS Press Limited,N,N,Y,N
1346,1234,N,ADIS Press International,N,N,N,N
11695,1234,N,ADIS Press,N,N,Y,N
860,1262,N,Blackwell Science Asia on behalf of the Royal Australasian College of Surgeons,N,N,N,N
1598,1282,N,Published by Scholars Press for the American Schools of Oriental Research,N,N,Y,N
21149,1315,N,Published for IMEKO by the Institute of Measurement and Control,N,N,Y,N
11379,1328,N,Akademische Verlagsgesellschaft M.B.H,N,N,Y,N
9031,1359,N,Johns Hopkins Press,N,Y,Y,N
31057,1359,N,The Johns Hopkins University Press,N,N,N,N
2148,1359,N,"Johns Hopkins University Press, etc",N,N,N,N
16644,1359,N,Johns Hopkins University,N,N,Y,N
9621,1359,N,The Johns Hopkins Press,N,N,Y,N
21739,1359,N,J. Hopkins University Press,N,N,N,N
9281,1362,N,Harcourt Brace Jovanovich Publications,N,N,Y,N
5773,1362,N,"Harcourt Brace Jovanovich, inc",N,N,Y,N
14755,1362,N,Energy Publications Division of Harcourt Brace Jovanovich Publications,N,N,Y,N
35731,1362,N,Harcourt,N,N,Y,N
1429,1362,N,"Harcourt Brace Jovanivich Publications, etc",N,N,Y,N
1764,1362,N,Harcourt Publishers,N,N,Y,N
35884,1372,N,Nihon Suisan Gakkai,N,N,N,N
20269,1372,N,Japanese Society of Scientific Fisheries,N,N,Y,N
18467,1414,N,Andover,N,N,N,N
11875,1414,N,"Andover Medical Publishers, Inc",N,N,Y,N
1170,1417,N,"American Physical Therapy Association, Inc",N,N,N,N
14367,1435,N,"Publication Sales and Services, Statistics Canada [distributor]",N,N,Y,N
2528,1435,N,Statistics Canada = Statistique Canada,N,N,Y,N
21500,1447,N,Edward Arnold Ltd,N,N,Y,N
1027,1447,N,Edward Arnold,N,N,Y,N
1345,1447,N,E. Arnold,N,N,Y,N
33776,1461,N,East View Information Services,Y,Y,Y,N
7671,1485,N,Akade?miai Kiado?,N,N,Y,N
1559,1485,N,Acade?miai Kiado,N,N,Y,N
5543,1485,N,Akade?miai Kiado? [Distributor: Kultura],N,N,N,N
18978,1522,N,"American Culture Association, Bowling Green State University",N,N,Y,N
5581,1543,N,"American Society of Criminology, Division on Critical Criminology",N,N,N,N
22211,1589,N,Published for the American Ornithologists' Union [by] Estes & Lauriat,N,N,Y,N
644,1605,N,"American Society for Training & Development, Inc",N,N,N,N
377,1650,N,"Aspen Publishers, Inc",N,N,Y,N
2355,1650,N,Aspen Publishers Inc,N,N,N,N
2700,1667,N,Henry Stewart Pub,N,N,Y,N
2749,1667,N,"Henry Stewart Publications, in association with the Institute for Advanced Legal Studies",N,N,Y,N
2645,1667,N,Henry Stewart,N,N,Y,N
35894,1698,N,PLoS,N,N,N,N
7840,1704,N,American Speech and Hearing Association,N,N,Y,N
662,1707,N,Association for Career & Technical Education,N,N,N,N
2795,1811,N,Heyden & Son Ltd,N,N,Y,N
2780,1811,N,Heyden & Son,N,N,Y,N
34053,1851,N,Nuclear Energy Agency,N,N,Y,N
1843,1851,N,"Nuclear Energy Agency, Organisation for Economic Co-operation and Development",N,N,Y,N
34436,1888,N,OECD Publisher,N,N,Y,N
13043,1888,N,Organisation for Economic Cooperation and Development,N,N,Y,N
2208,1888,N,OECD,N,Y,Y,N
13946,1888,N,Development Centre of the Organisation for Economic Co-operation and Development,N,N,Y,N
2343,1888,N,OECD Publications and Information Centre,N,N,N,N
33456,1888,N,OECD Publishing,N,N,Y,N
13325,1888,N,Organization for Economic Cooperation and Development,N,N,Y,N
32811,1888,N,OECD - Organisation for Economic Co-operation & Development,N,N,N,N
33467,1888,N,"Organisation for Economic Co-operation and Development, Directorate for Education, Employment, Labour, and Social Affairs",N,N,Y,N
34054,1888,N,"OECD, 2005-",N,N,N,N
33662,1888,N,OECD Publications,N,N,Y,N
2202,1888,N,Organisation for Economic Co-operation and Developpement,N,N,N,N
6397,1927,N,"International Press, Inc",N,N,Y,N
14485,2005,N,Michigan State University,N,N,Y,N
1646,2029,N,Joint Publication Board of the Institute on Religion in an Age of Science and Meadville Theological Seminary of Lombard College,N,N,Y,N
38473,2038,N,Scientific American Library,N,N,Y,N
34687,2038,N,"Scientific American, Inc., c1988-",N,N,N,N
21187,2038,N,Scientific American Pub. Co,N,N,Y,N
6129,2048,N,Published by the Institution of Electrical Engineers for the British Computer Society and the Institution of Electrical Engineers,N,N,Y,N
6152,2048,N,IEE Pub,N,N,Y,N
6121,2048,N,IEE,N,N,Y,N
683,2048,N,Institution of Electrical Engineers,N,N,Y,N
6122,2048,N,P. Peregrinus Ltd. for the Institution of Electrical Engineers,N,N,N,N
1994,2070,N,Students of the Widener University School of Law,N,N,Y,N
4578,2070,N,Delaware Law School of Widener College,N,N,Y,N
2023,2074,N,Academy of Religion and Psychical Research,N,N,Y,N
20550,2111,N,American Economics Association,N,N,Y,N
23440,2116,N,"American Sociological Society, Rural Sociology Section",N,N,Y,N
14188,2116,N,American Sociological Society,N,N,Y,N
16985,2121,N,American Statistical Association for its Biometrics Section,N,N,Y,N
6241,2121,N,"Biometrics Section, American Statistical Association",N,N,Y,N
10522,2133,N,"Association for Symbolic Logic, Inc",N,N,Y,N
12928,2145,N,By the Brooklyn Botanic Garden in cooperation with the Ecological Society of America,N,N,Y,N
14456,2145,N,The Ecological Society of America,N,N,Y,N
18088,2219,N,"American Journal of Economics and Sociology, Inc",N,N,Y,N
2750,2260,N,"Advanstar Communications, etc",N,N,N,N
571,2260,N,"Advanstar Communications, Inc",N,N,Y,N
11170,2261,N,American Marketing Society and the National Association of Marketing Teachers,N,N,Y,N
24175,2263,N,"American Risk and Insurance Association, Inc",N,N,Y,N
7999,2263,N,American Association of University Teachers of Insurance,N,N,Y,N
14816,2270,N,Periodicals Division of the American Management Association,N,N,Y,N
2434,2282,N,ASPA,N,N,Y,N
2465,2467,N,"Institutional Investor, Inc",N,N,Y,N
2249,2467,N,"Institutional Investor, etc",N,N,Y,N
2428,2485,N,"E & FN Spon, an imprint of Chapman & Hall",N,N,Y,N
1085,2485,N,E. & F.N. Spon,N,N,Y,N
24200,2507,N,"Commerce Clearing House,Inc",N,N,N,N
2564,2507,N,CCH Inc,N,N,Y,N
2204,2507,N,CCH,N,N,Y,N
2770,2507,N,CCH Incorporated,N,N,Y,N
2406,2507,N,"CCH, Inc",N,N,Y,N
9165,2507,N,CCH Washington Service Bureau,N,N,Y,N
2602,2578,N,"Institute of Management & Administration, Inc",N,N,Y,N
2635,2578,N,Institute of Management and Administration,N,N,Y,N
4867,2578,N,Institute for Management & Administration,N,N,Y,N
1354,2638,N,Aspen Systems Corp,N,N,Y,N
37660,2644,N,Thompson Pub. Group,N,N,Y,N
12315,2644,N,Thompson Publications,N,N,Y,N
2466,2659,N,America's Community Banker,N,N,N,N
5613,2761,N,"Published jointly by the Minerals, Metals & Materials Society and ASM International",N,N,Y,N
2224,2761,N,American Society of Association Executives,N,N,N,N
2822,2823,N,American Institute of Chemical Engineers (AIChE),N,N,N,N
2830,2831,N,American Society of Plant Physiologists,N,N,Y,N
24067,2854,N,Academy of the Academy of Marketing Science,N,N,Y,N
35819,2911,N,Oxford University Press on behalf of the American Psychological Association D12,N,N,Y,N
17741,2911,N,"Division of Counseling Psychology, American Psychological Association",N,N,Y,N
23459,2911,N,"Division Two, American Psychological Association",N,N,Y,N
15863,2911,N,American Psychological Association and the Association of Psychology Postdoctoral and Internship Centers,N,N,N,N
13436,2911,N,"American Psychological Association, Division of Clinical Psychology",N,N,Y,N
